avg degree: 8.97, wc candidates, wc estimated candidates, ex candidates, ex estimated candidates, wc cost, wc estimated cost, ex cost, ex estimated cost, wc running time, ex running time
E2PQ22.txt,76657,4.254911232E9,799108,2.37490032E9
E2FQ79.txt,7986,3.297840624E9,71552,4.60759104E8
E2PQ4.txt,39147,4.254911232E9,746762,2.37490032E9
E2PQ59.txt,28171,3.238112592E9,672343,3.4130304E8
E2PQ88.txt,22882,3.159897312E9,2138673,1.8487248E8
E2PQ3.txt,42883,3.38458848E9,562953,6.34254816E8
E2PQ25.txt,47997,3.44384248E9,3288038,7.52762816E8
E2PQ57.txt,5645,2.5585344E8,157587,2.5585344E8
E2PQ86.txt,19345,3.570409024E9,252399,1.005895904E9
E2FQ5.txt,9032,6.88672176E8,1108079,6.88672176E8
E2FQ70.txt,9176,3.258021936E9,210119,3.81121728E8
E2FQ77.txt,724,3.069831232E9,16547,4740320.0
E2PQ50.txt,17787,3.068409136E9,2138428,1896128.0
E2FQ2.txt,2542,3.55352E7,135627,1.2792672E7
E2PQ81.txt,5935,3.650520432E9,194225,1.16611872E9
E2FQ93.txt,61967,3.38458848E9,680842,6.34254816E8
E2FQ42.txt,686,2.8072808E7,213700,2.487464E7
E2PQ19.txt,38624,4.254911232E9,757875,2.37490032E9
E2PQ65.txt,5645,2.5585344E8,157587,2.5585344E8
E2PQ62.txt,25549,3.069831232E9,661155,4740320.0
E2FQ39.txt,1096,6.3252656E7,28582,6.3252656E7
E2FQ94.txt,19751,3.177436496E9,476423,2.19950848E8
E2FQ45.txt,6631,3.177436496E9,190388,7.7741248E7
E2FQ37.txt,35841,4.254911232E9,798659,2.37490032E9
E2PQ10.txt,41748,4.254911232E9,799184,2.37490032E9
E2PQ17.txt,38641,4.254911232E9,758256,2.37490032E9
E2FQ30.txt,3138,3.269872736E9,30143,4.04823328E8
E2FQ21.txt,8161,5.64298976E8,840989,5.64298976E8
E2FQ26.txt,16318,3.570409024E9,131293,1.005895904E9
E2FQ28.txt,8674,3.52679808E9,388465,9.18674016E8
E2PQ73.txt,44055,4.254911232E9,744556,2.37490032E9
E2FQ54.txt,587,2.2742528E7,208515,2.0610416E7
E2FQ85.txt,24484,3.38458848E9,562922,6.34254816E8
E2FQ53.txt,16372,3.570409024E9,132933,1.005895904E9
E2FQ82.txt,43148,3.570409024E9,383280,1.005895904E9
E2PQ74.txt,44046,4.254911232E9,745383,2.37490032E9
E2FQ66.txt,18852,3.08831848E9,457644,4.1714816E7
E2PQ90.txt,21919,4.254911232E9,582929,2.37490032E9
E2PQ41.txt,39137,3.10964992E9,3267991,8.4377696E7
E2PQ97.txt,47907,3.44384248E9,3287969,7.52762816E8
E2PQ46.txt,21909,3.143306192E9,1978763,1.5169024E8
E2FQ61.txt,138289,4.254911232E9,842416,2.37490032E9
E2PQ99.txt,76734,4.254911232E9,798938,2.37490032E9
E2PQ48.txt,17831,3.073149456E9,2136353,1.1376768E7
E2FQ13.txt,8792,3.158949248E9,232596,1.82976352E8
E2PQ34.txt,34467,1.78031352E9,1925933,1.78031352E9
E2FQ68.txt,18851,3.08831848E9,457644,4.1714816E7
E2PQ33.txt,34467,1.78031352E9,1925933,1.78031352E9
E2FQ14.txt,27174,3.075993648E9,382007,1.7065152E7
E2PQ16.txt,20507,4.254911232E9,576588,2.37490032E9
E2FQ31.txt,1447,3.071253328E9,32264,7584512.0
E2FQ36.txt,45908,5.64298976E8,707396,5.64298976E8
E2PQ11.txt,41048,4.254911232E9,758598,2.37490032E9
E2FQ38.txt,353,3.067935104E9,12057,948064.0
E2PQ63.txt,35339,3.238112592E9,663864,3.4130304E8
E2FQ95.txt,5756,3.650520432E9,182273,1.16611872E9
E2FQ44.txt,45908,5.64298976E8,707249,5.64298976E8
E2FQ92.txt,5771,3.135247648E9,80313,1.35573152E8
E2PQ18.txt,38641,4.254911232E9,758259,2.37490032E9
E2FQ43.txt,9207,3.258021936E9,210107,3.81121728E8
E2PQ64.txt,29461,2.5585344E8,235489,2.5585344E8
E2FQ76.txt,9032,6.88672176E8,1108200,6.88672176E8
E2PQ51.txt,21919,3.143306192E9,1978803,1.5169024E8
E2FQ3.txt,6132,1.44628264E8,834253,1.4924784E7
E2PQ80.txt,21888,4.254911232E9,583098,2.37490032E9
E2PQ56.txt,29461,2.5585344E8,157587,2.5585344E8
E2PQ87.txt,22883,3.159897312E9,2138437,1.8487248E8
E2FQ4.txt,973,3.07409752E9,33459,1.3272896E7
E2FQ71.txt,6286,3.177436496E9,72147,2.19950848E8
E2PQ58.txt,25862,3.08831848E9,661030,4.1714816E7
E2PQ89.txt,27289,4.254911232E9,594111,2.37490032E9
E2PQ2.txt,19774,3.159897312E9,2160089,1.8487248E8
E2PQ24.txt,47899,3.44384248E9,3288038,7.52762816E8
E2FQ78.txt,35845,4.254911232E9,799108,2.37490032E9
E2PQ23.txt,76734,4.254911232E9,799108,2.37490032E9
E2PQ5.txt,131743,3.38458848E9,2748246,6.34254816E8
E2PQ32.txt,233782,4.254911232E9,3259149,2.37490032E9
E2FQ69.txt,73624,3.52679808E9,849310,9.18674016E8
E2FQ15.txt,18739,3.068409136E9,457647,1896128.0
E2PQ98.txt,76762,4.254911232E9,797607,2.37490032E9
E2FQ12.txt,6956,3.106331696E9,205708,7.7741248E7
E2PQ49.txt,2848,3.196397776E9,67304,2.57873408E8
E2PQ35.txt,213836,1.78031352E9,1339512,1.78031352E9
E2PQ96.txt,47895,3.44384248E9,3288095,7.52762816E8
E2PQ47.txt,18981,3.106331696E9,2141972,7.7741248E7
E2FQ60.txt,33620,4.254911232E9,745396,2.37490032E9
E2FQ67.txt,16096,3.262762256E9,209557,3.90602368E8
E2PQ91.txt,4243,3.090214608E9,103499,4.5507072E7
E2PQ40.txt,47901,3.44384248E9,3287611,7.52762816E8
E2FQ52.txt,628,3.07409752E9,16224,1.3272896E7
E2FQ83.txt,22644,3.095902992E9,683666,5.688384E7
E2PQ75.txt,76736,4.254911232E9,798895,2.37490032E9
E2PQ72.txt,21968,4.254911232E9,602688,2.37490032E9
E2FQ29.txt,7507,3.137617808E9,216969,1.40313472E8
E2FQ55.txt,24482,3.38458848E9,562936,6.34254816E8
E2FQ84.txt,350,3.080733968E9,3533,2.6545792E7
E2FQ27.txt,8161,5.64298976E8,840989,5.64298976E8
E2FQ20.txt,20668,4.254911232E9,696695,2.37490032E9
E2FQ11.txt,34608,3.10964992E9,848261,8.4377696E7
E2PQ36.txt,34467,1.78031352E9,1926333,1.78031352E9
E2PQ31.txt,34467,1.78031352E9,1926030,1.78031352E9
E2FQ16.txt,31696,3.262762256E9,382902,3.90602368E8
E2FQ64.txt,1515,3.07883784E9,45544,2.2753536E7
E2PQ92.txt,44031,4.254911232E9,745383,2.37490032E9
E2FQ18.txt,42637,3.430569584E9,849886,7.26217024E8
E2PQ43.txt,47902,3.44384248E9,3287627,7.52762816E8
E2PQ95.txt,76751,4.254911232E9,799055,2.37490032E9
E2PQ44.txt,78872,3.52679808E9,3269957,9.18674016E8
E2PQ38.txt,76735,4.254911232E9,798789,2.37490032E9
E2FQ63.txt,9180,3.258021936E9,210268,3.81121728E8
E2PQ71.txt,38641,4.254911232E9,758139,2.37490032E9
E2FQ56.txt,17659,4.254911232E9,595675,2.37490032E9
E2FQ87.txt,2518,3.193079552E9,31429,2.5123696E8
E2FQ51.txt,9025,6.88672176E8,1108079,6.88672176E8
E2FQ80.txt,21365,3.159897312E9,565056,1.8487248E8
E2PQ76.txt,76616,4.254911232E9,799108,2.37490032E9
E2PQ78.txt,27289,4.254911232E9,594111,2.37490032E9
E2FQ23.txt,6825,3.143306192E9,192976,1.5169024E8
